#frame-timestamp,tcp-ack-rtt,tcp-stream-id,retransmission,ip-dst
"1616691475.166520612","0.017992238","0",,"172.17.0.2"
"1616691475.184441420","0.017374820","0",,"172.17.0.2"
"1616691475.202793930","0.015308614","0",,"172.17.0.2"
"1616691475.203531880","0.015821943","0",,"172.17.0.2"
"1616691475.219469251","0.015710642","0",,"172.17.0.2"
"1616691475.221047168","0.016720288","0",,"172.17.0.2"
"1616691475.230848724","0.016367252","0",,"172.17.0.2"
"1616691475.241590781","0.016923821","0",,"172.17.0.2"
"1616691475.252071100","0.017173175","0",,"172.17.0.2"
"1616691475.262036515","0.016928238","0",,"172.17.0.2"
"1616691475.272219612","0.016793271","0",,"172.17.0.2"
"1616691475.284321546","0.017464814","0",,"172.17.0.2"
"1616691475.299032053","0.022104523","0",,"172.17.0.2"
"1616691475.303823055","0.016692430","0",,"172.17.0.2"
"1616691475.313462228","0.016180725","0",,"172.17.0.2"
"1616691475.324234874","0.016865615","0",,"172.17.0.2"
"1616691475.334840864","0.017206581","0",,"172.17.0.2"
"1616691475.343961535","0.016241179","0",,"172.17.0.2"
"1616691475.353771539","0.015921135","0",,"172.17.0.2"
"1616691475.364841804","0.016736221","0",,"172.17.0.2"
"1616691475.375744091","0.017463419","0",,"172.17.0.2"
"1616691475.385280798","0.016943530","0",,"172.17.0.2"
"1616691475.394639591","0.016213150","0",,"172.17.0.2"
"1616691475.405194769","0.016670170","0",,"172.17.0.2"
"1616691475.415348875","0.016683849","0",,"172.17.0.2"
"1616691475.425387185","0.016640107","0",,"172.17.0.2"
"1616691475.435158952","0.016378769","0",,"172.17.0.2"
"1616691475.445809799","0.016859682","0",,"172.17.0.2"
"1616691475.455162163","0.016005666","0",,"172.17.0.2"
"1616691475.465476044","0.016226877","0",,"172.17.0.2"
"1616691475.475654479","0.016305458","0",,"172.17.0.2"
"1616691475.486848305","0.017268674","0",,"172.17.0.2"
"1616691475.496419043","0.016630629","0",,"172.17.0.2"
"1616691475.507059616","0.017138112","0",,"172.17.0.2"
"1616691475.517350389","0.017224815","0",,"172.17.0.2"
"1616691475.527076855","0.016789331","0",,"172.17.0.2"
"1616691475.537322003","0.016903875","0",,"172.17.0.2"
"1616691475.547089527","0.016551788","0",,"172.17.0.2"
"1616691475.557620404","0.016954535","0",,"172.17.0.2"
"1616691475.567574948","0.016819246","0",,"172.17.0.2"
"1616691475.577185248","0.016258384","0",,"172.17.0.2"
"1616691475.587572984","0.016559335","0",,"172.17.0.2"
"1616691475.597831292","0.016672529","0",,"172.17.0.2"
"1616691475.608110274","0.016805229","0",,"172.17.0.2"
"1616691475.618333599","0.016853477","0",,"172.17.0.2"
"1616691475.628644901","0.017084092","0",,"172.17.0.2"
"1616691475.638808625","0.017121130","0",,"172.17.0.2"
"1616691475.648810839","0.016988967","0",,"172.17.0.2"
"1616691475.658612503","0.016645119","0",,"172.17.0.2"
