#frame-timestamp,tcp-ack-rtt,tcp-stream-id,retransmission,ip-dst
"1616691632.182366534","0.017647140","0",,"172.17.0.2"
"1616691632.200357112","0.017458443","0",,"172.17.0.2"
"1616691632.222524872","0.015562658","0",,"172.17.0.2"
"1616691632.222539617","0.015412170","0",,"172.17.0.2"
"1616691632.238721980","0.015790785","0",,"172.17.0.2"
"1616691632.239841029","0.016239618","0",,"172.17.0.2"
"1616691632.249667446","0.016156564","0",,"172.17.0.2"
"1616691632.260153270","0.016318930","0",,"172.17.0.2"
"1616691632.269964878","0.016080128","0",,"172.17.0.2"
"1616691632.281528949","0.017405066","0",,"172.17.0.2"
"1616691632.290355052","0.016094228","0",,"172.17.0.2"
"1616691632.300430174","0.015933572","0",,"172.17.0.2"
"1616691632.310353182","0.015618853","0",,"172.17.0.2"
"1616691632.320913942","0.016020614","0",,"172.17.0.2"
"1616691632.331603914","0.016485495","0",,"172.17.0.2"
"1616691632.341848827","0.016467024","0",,"172.17.0.2"
"1616691632.351613799","0.016004616","0",,"172.17.0.2"
"1616691632.361822679","0.016059767","0",,"172.17.0.2"
"1616691632.372067489","0.015968852","0",,"172.17.0.2"
"1616691632.382121025","0.015800960","0",,"172.17.0.2"
"1616691632.393397983","0.017071499","0",,"172.17.0.2"
"1616691632.402482836","0.015966738","0",,"172.17.0.2"
"1616691632.412528230","0.015983077","0",,"172.17.0.2"
"1616691632.422325082","0.015643016","0",,"172.17.0.2"
"1616691632.432597679","0.015774172","0",,"172.17.0.2"
"1616691632.442874264","0.015890943","0",,"172.17.0.2"
"1616691632.453052480","0.015867856","0",,"172.17.0.2"
"1616691632.463045331","0.015792278","0",,"172.17.0.2"
"1616691632.473086382","0.015761872","0",,"172.17.0.2"
"1616691632.483104838","0.015624554","0",,"172.17.0.2"
"1616691632.493320420","0.015657593","0",,"172.17.0.2"
"1616691632.503780823","0.016044061","0",,"172.17.0.2"
"1616691632.513574489","0.015634714","0",,"172.17.0.2"
"1616691632.524271468","0.016163032","0",,"172.17.0.2"
"1616691632.534113740","0.015869191","0",,"172.17.0.2"
"1616691632.544531659","0.016103270","0",,"172.17.0.2"
"1616691632.554800723","0.016196420","0",,"172.17.0.2"
"1616691632.564754466","0.015999604","0",,"172.17.0.2"
"1616691632.575014712","0.016115363","0",,"172.17.0.2"
"1616691632.585281061","0.016278866","0",,"172.17.0.2"
"1616691632.595683996","0.016513889","0",,"172.17.0.2"
"1616691632.605347972","0.015984443","0",,"172.17.0.2"
"1616691632.615044738","0.015608447","0",,"172.17.0.2"
"1616691632.626453376","0.016857061","0",,"172.17.0.2"
"1616691632.636468105","0.016702607","0",,"172.17.0.2"
"1616691632.645767799","0.015868275","0",,"172.17.0.2"
"1616691632.655762021","0.015692425","0",,"172.17.0.2"
"1616691632.666270053","0.016105431","0",,"172.17.0.2"
"1616691632.675822804","0.015543374","0",,"172.17.0.2"
"1616691632.687034689","0.016602249","0",,"172.17.0.2"
