#frame-timestamp,tcp-ack-rtt,tcp-stream-id,retransmission,ip-dst
1616985912.671469941,0.000574413,0,,192.168.225.21
1616985912.672239631,0.000381870,0,,192.168.225.21
1616985912.672918558,0.000306768,0,,192.168.225.21
1616985912.673623743,0.000449907,0,,192.168.225.21
1616985912.683587114,0.000527453,0,,192.168.225.21
1616985912.693665572,0.000524488,0,,192.168.225.21
1616985912.703837123,0.000559707,0,,192.168.225.21
1616985912.714156834,0.000754570,0,,192.168.225.21
1616985912.724269345,0.000742692,0,,192.168.225.21
1616985912.734508011,0.000775712,0,,192.168.225.21
1616985912.744765012,0.000797845,0,,192.168.225.21
1616985912.754932880,0.000810586,0,,192.168.225.21
1616985912.765115250,0.000841685,0,,192.168.225.21
1616985912.775242982,0.000797094,0,,192.168.225.21
1616985912.785441687,0.000759607,0,,192.168.225.21
1616985912.795546130,0.000695536,0,,192.168.225.21
1616985912.805971510,0.000881720,0,,192.168.225.21
1616985912.816119112,0.000755264,0,,192.168.225.21
1616985912.826296812,0.000798095,0,,192.168.225.21
1616985912.836512414,0.000797854,0,,192.168.225.21
1616985912.846835583,0.000837429,0,,192.168.225.21
1616985912.856943432,0.000808036,0,,192.168.225.21
1616985912.867039596,0.000780577,0,,192.168.225.21
1616985912.877249372,0.000830165,0,,192.168.225.21
1616985912.887429046,0.000787835,0,,192.168.225.21
1616985912.897621456,0.000802694,0,,192.168.225.21
1616985912.907789762,0.000761344,0,,192.168.225.21
1616985912.918017299,0.000810786,0,,192.168.225.21
1616985912.928316193,0.000879563,0,,192.168.225.21
1616985912.938463921,0.000835650,0,,192.168.225.21
1616985912.948644023,0.000809004,0,,192.168.225.21
1616985912.958948376,0.000870068,0,,192.168.225.21
1616985912.969097943,0.000815745,0,,192.168.225.21
1616985912.979251836,0.000798500,0,,192.168.225.21
1616985912.989373141,0.000764666,0,,192.168.225.21
1616985912.999567812,0.000787120,0,,192.168.225.21
1616985913.009797184,0.000762490,0,,192.168.225.21
1616985913.019975001,0.000734475,0,,192.168.225.21
1616985913.030273738,0.000815128,0,,192.168.225.21
1616985913.040485847,0.000790796,0,,192.168.225.21
1616985913.050569718,0.000757866,0,,192.168.225.21
1616985913.060775204,0.000726369,0,,192.168.225.21
1616985913.071032908,0.000757272,0,,192.168.225.21
1616985913.081246036,0.000723502,0,,192.168.225.21
1616985913.091425731,0.000676496,0,,192.168.225.21
1616985913.101605939,0.000737749,0,,192.168.225.21
1616985913.111835772,0.000761422,0,,192.168.225.21
1616985913.122081559,0.000785938,0,,192.168.225.21
1616985913.132290169,0.000764736,0,,192.168.225.21
1616985913.142494951,0.000752384,0,,192.168.225.21
1616985913.152726802,0.000759226,0,,192.168.225.21
1616985913.162976254,0.000747534,0,,192.168.225.21
1616985913.173187605,0.000741870,0,,192.168.225.21
1616985913.183287086,0.000744644,0,,192.168.225.21
1616985913.193466119,0.000691958,0,,192.168.225.21
1616985913.203701697,0.000760872,0,,192.168.225.21
1616985913.213919809,0.000759457,0,,192.168.225.21
1616985913.224136416,0.000752122,0,,192.168.225.21
1616985913.234289845,0.000685558,0,,192.168.225.21
1616985913.244470695,0.000742264,0,,192.168.225.21
1616985913.254648991,0.000716910,0,,192.168.225.21
1616985913.264907655,0.000748388,0,,192.168.225.21
1616985913.275002566,0.000675631,0,,192.168.225.21
1616985913.285184751,0.000685471,0,,192.168.225.21
1616985913.295498864,0.000744104,0,,192.168.225.21
1616985913.305564206,0.000666403,0,,192.168.225.21
1616985913.315655627,0.000633660,0,,192.168.225.21
1616985913.325790273,0.000656151,0,,192.168.225.21
1616985913.336176661,0.000760593,0,,192.168.225.21
1616985913.346338637,0.000740275,0,,192.168.225.21
1616985913.356576630,0.000742541,0,,192.168.225.21
1616985913.366737619,0.000732087,0,,192.168.225.21
1616985913.377008363,0.000774330,0,,192.168.225.21
1616985913.387137800,0.000768054,0,,192.168.225.21
1616985913.397345911,0.000799520,0,,192.168.225.21
1616985913.407601675,0.000793074,0,,192.168.225.21
1616985913.417754056,0.000737869,0,,192.168.225.21
1616985913.428001038,0.000757998,0,,192.168.225.21
1616985913.438256565,0.000791135,0,,192.168.225.21
1616985913.448440206,0.000745664,0,,192.168.225.21
1616985913.458563979,0.000635984,0,,192.168.225.21
1616985913.468687568,0.000629005,0,,192.168.225.21
1616985913.478852242,0.000635428,0,,192.168.225.21
1616985913.488977012,0.000627944,0,,192.168.225.21
1616985913.499193515,0.000742852,0,,192.168.225.21
1616985913.509395333,0.000748238,0,,192.168.225.21
1616985913.519609893,0.000745023,0,,192.168.225.21
1616985913.529783717,0.000733127,0,,192.168.225.21
1616985913.540073984,0.000777802,0,,192.168.225.21
1616985913.550136204,0.000792800,0,,192.168.225.21
1616985913.560504563,0.000916729,0,,192.168.225.21
1616985913.570479593,0.000670943,0,,192.168.225.21
1616985913.580686374,0.000744649,0,,192.168.225.21
1616985913.591066241,0.000765875,0,,192.168.225.21
1616985913.601145114,0.000662346,0,,192.168.225.21
1616985913.611264679,0.000761423,0,,192.168.225.21
1616985913.621492237,0.000771364,0,,192.168.225.21
1616985913.631633058,0.000734537,0,,192.168.225.21
1616985913.641860152,0.000738661,0,,192.168.225.21
1616985913.652096657,0.000755340,0,,192.168.225.21
1616985913.662290466,0.000709023,0,,192.168.225.21
1616985913.672524272,0.000765479,0,,192.168.225.21
1616985913.682886690,0.000906715,0,,192.168.225.21
1616985913.693012987,0.000763065,0,,192.168.225.21
1616985913.703239022,0.000791731,0,,192.168.225.21
1616985913.713505549,0.000890155,0,,192.168.225.21
1616985913.723539066,0.000743893,0,,192.168.225.21
1616985913.733780470,0.000802734,0,,192.168.225.21
1616985913.744106712,0.000924803,0,,192.168.225.21
1616985913.754175903,0.000789290,0,,192.168.225.21
1616985913.764483696,0.000887688,0,,192.168.225.21
1616985913.774647790,0.000857491,0,,192.168.225.21
1616985913.784894576,0.000863650,0,,192.168.225.21
1616985913.795103509,0.000842819,0,,192.168.225.21
1616985913.805268310,0.000788406,0,,192.168.225.21
1616985913.815446059,0.000799700,0,,192.168.225.21
1616985913.825726874,0.000860943,0,,192.168.225.21
1616985913.835915341,0.000795668,0,,192.168.225.21
1616985913.846162910,0.000836769,0,,192.168.225.21
1616985913.856389457,0.000844730,0,,192.168.225.21
1616985913.866553324,0.000763003,0,,192.168.225.21
1616985913.876795085,0.000788930,0,,192.168.225.21
1616985913.887003468,0.000754071,0,,192.168.225.21
1616985913.897325024,0.000842723,0,,192.168.225.21
1616985913.907456399,0.000780964,0,,192.168.225.21
1616985913.917647128,0.000743101,0,,192.168.225.21
1616985913.927945501,0.000819935,0,,192.168.225.21
1616985913.938159136,0.000863562,0,,192.168.225.21
1616985913.948294712,0.000826585,0,,192.168.225.21
1616985913.958557782,0.000858257,0,,192.168.225.21
1616985913.968703040,0.000798101,0,,192.168.225.21
1616985913.978992462,0.000862379,0,,192.168.225.21
1616985913.989118679,0.000846354,0,,192.168.225.21
1616985913.999267066,0.000826616,0,,192.168.225.21
1616985914.009531671,0.000867768,0,,192.168.225.21
1616985914.019643172,0.000757424,0,,192.168.225.21
1616985914.030024482,0.000862925,0,,192.168.225.21
1616985914.040229988,0.000908713,0,,192.168.225.21
1616985914.050491416,0.000892982,0,,192.168.225.21
1616985914.060661318,0.000913438,0,,192.168.225.21
1616985914.070721193,0.000749388,0,,192.168.225.21
1616985914.081071985,0.000880349,0,,192.168.225.21
1616985914.091339621,0.000927690,0,,192.168.225.21
1616985914.101479255,0.000897877,0,,192.168.225.21
1616985914.111554300,0.000748465,0,,192.168.225.21
1616985914.121807060,0.000764845,0,,192.168.225.21
1616985914.131945768,0.000749562,0,,192.168.225.21
1616985914.142245779,0.000816811,0,,192.168.225.21
1616985914.152479424,0.000820772,0,,192.168.225.21
1616985914.162711586,0.000819669,0,,192.168.225.21
1616985914.172832184,0.000787676,0,,192.168.225.21
1616985914.183034823,0.000778037,0,,192.168.225.21
1616985914.193286180,0.000802012,0,,192.168.225.21
1616985914.203415887,0.000741650,0,,192.168.225.21
1616985914.213714522,0.000812080,0,,192.168.225.21
1616985914.223895613,0.000776679,0,,192.168.225.21
1616985914.234132791,0.000774378,0,,192.168.225.21
1616985914.244372231,0.000786451,0,,192.168.225.21
1616985914.254505013,0.000754985,0,,192.168.225.21
1616985914.264780754,0.000800021,0,,192.168.225.21
