#frame-timestamp,tcp-ack-rtt,tcp-stream-id,retransmission,ip-dst
1616957106.666823659,0.000552701,0,,192.168.225.21
1616957106.667584409,0.000364171,0,,192.168.225.21
1616957106.668214661,0.000311042,0,,192.168.225.21
1616957106.669024264,0.000451544,0,,192.168.225.21
1616957106.678864719,0.000536445,0,,192.168.225.21
1616957106.688903314,0.000508895,0,,192.168.225.21
1616957106.699184310,0.000574513,0,,192.168.225.21
1616957106.709346254,0.000694358,0,,192.168.225.21
1616957106.719599405,0.000707245,0,,192.168.225.21
1616957106.729611206,0.000668627,0,,192.168.225.21
1616957106.739974569,0.000756952,0,,192.168.225.21
1616957106.750079047,0.000687561,0,,192.168.225.21
1616957106.760278392,0.000735347,0,,192.168.225.21
1616957106.770483173,0.000778840,0,,192.168.225.21
1616957106.780704070,0.000777417,0,,192.168.225.21
1616957106.790892513,0.000743860,0,,192.168.225.21
1616957106.801100478,0.000722636,0,,192.168.225.21
1616957106.811328753,0.000699184,0,,192.168.225.21
1616957106.821524697,0.000699470,0,,192.168.225.21
1616957106.831656413,0.000661455,0,,192.168.225.21
1616957106.841959802,0.000744665,0,,192.168.225.21
1616957106.852268526,0.000810263,0,,192.168.225.21
1616957106.862480138,0.000732949,0,,192.168.225.21
1616957106.872603258,0.000686401,0,,192.168.225.21
1616957106.882862447,0.000699989,0,,192.168.225.21
1616957106.893130828,0.000720181,0,,192.168.225.21
1616957106.903327775,0.000708904,0,,192.168.225.21
1616957106.913482735,0.000653031,0,,192.168.225.21
1616957106.923618762,0.000693065,0,,192.168.225.21
1616957106.933801705,0.000684809,0,,192.168.225.21
1616957106.943909068,0.000639117,0,,192.168.225.21
1616957106.954134963,0.000603293,0,,192.168.225.21
1616957106.964236007,0.000689596,0,,192.168.225.21
1616957106.974441543,0.000667964,0,,192.168.225.21
1616957106.984714971,0.000794021,0,,192.168.225.21
1616957106.994780307,0.000671869,0,,192.168.225.21
1616957107.004948752,0.000693798,0,,192.168.225.21
1616957107.015021127,0.000588981,0,,192.168.225.21
1616957107.025183849,0.000672108,0,,192.168.225.21
1616957107.035329599,0.000681328,0,,192.168.225.21
1616957107.045497730,0.000671430,0,,192.168.225.21
1616957107.055565612,0.000634806,0,,192.168.225.21
1616957107.065839776,0.000741647,0,,192.168.225.21
1616957107.075960079,0.000655917,0,,192.168.225.21
1616957107.086128286,0.000673413,0,,192.168.225.21
1616957107.096337053,0.000748671,0,,192.168.225.21
1616957107.106530442,0.000701140,0,,192.168.225.21
1616957107.116665435,0.000633913,0,,192.168.225.21
1616957107.126910668,0.000776501,0,,192.168.225.21
1616957107.137136957,0.000759865,0,,192.168.225.21
1616957107.147341999,0.000766034,0,,192.168.225.21
1616957107.157613496,0.000811292,0,,192.168.225.21
1616957107.167687422,0.000703458,0,,192.168.225.21
1616957107.177893340,0.000792285,0,,192.168.225.21
1616957107.187976238,0.000703787,0,,192.168.225.21
1616957107.198158461,0.000710134,0,,192.168.225.21
1616957107.208327859,0.000683123,0,,192.168.225.21
1616957107.218458002,0.000714577,0,,192.168.225.21
1616957107.228730556,0.000760105,0,,192.168.225.21
1616957107.239029020,0.000819146,0,,192.168.225.21
1616957107.249241148,0.000808168,0,,192.168.225.21
1616957107.259391818,0.000793147,0,,192.168.225.21
1616957107.269515767,0.000694043,0,,192.168.225.21
1616957107.279726574,0.000706347,0,,192.168.225.21
1616957107.290070771,0.000858755,0,,192.168.225.21
1616957107.300190873,0.000752532,0,,192.168.225.21
1616957107.310403622,0.000793192,0,,192.168.225.21
1616957107.320641535,0.000796788,0,,192.168.225.21
1616957107.330862200,0.000749530,0,,192.168.225.21
1616957107.341133065,0.000830570,0,,192.168.225.21
1616957107.351299631,0.000754670,0,,192.168.225.21
1616957107.361499721,0.000746444,0,,192.168.225.21
1616957107.371670324,0.000744820,0,,192.168.225.21
1616957107.381830714,0.000734634,0,,192.168.225.21
1616957107.392026893,0.000675155,0,,192.168.225.21
1616957107.402286254,0.000748308,0,,192.168.225.21
1616957107.412538326,0.000755946,0,,192.168.225.21
1616957107.422811974,0.000806163,0,,192.168.225.21
1616957107.433048962,0.000788533,0,,192.168.225.21
1616957107.443233298,0.000750576,0,,192.168.225.21
1616957107.453501088,0.000798808,0,,192.168.225.21
1616957107.463678535,0.000779824,0,,192.168.225.21
1616957107.473776110,0.000738218,0,,192.168.225.21
1616957107.484016434,0.000759126,0,,192.168.225.21
1616957107.494253657,0.000770079,0,,192.168.225.21
1616957107.504498793,0.000766502,0,,192.168.225.21
1616957107.514738612,0.000818637,0,,192.168.225.21
1616957107.524856573,0.000742350,0,,192.168.225.21
1616957107.535110907,0.000769420,0,,192.168.225.21
1616957107.545365026,0.000792871,0,,192.168.225.21
1616957107.555626397,0.000820846,0,,192.168.225.21
1616957107.565781663,0.000735464,0,,192.168.225.21
1616957107.576040388,0.000787815,0,,192.168.225.21
1616957107.586255408,0.000760029,0,,192.168.225.21
1616957107.596499215,0.000755465,0,,192.168.225.21
1616957107.606726606,0.000769473,0,,192.168.225.21
1616957107.616925410,0.000742741,0,,192.168.225.21
1616957107.627098902,0.000745907,0,,192.168.225.21
1616957107.637216305,0.000710583,0,,192.168.225.21
1616957107.647343150,0.000703586,0,,192.168.225.21
1616957107.657578778,0.000708024,0,,192.168.225.21
1616957107.667828949,0.000831919,0,,192.168.225.21
1616957107.677968005,0.000798045,0,,192.168.225.21
1616957107.688104016,0.000738708,0,,192.168.225.21
1616957107.698320437,0.000804165,0,,192.168.225.21
1616957107.708540188,0.000801228,0,,192.168.225.21
1616957107.718751269,0.000842724,0,,192.168.225.21
1616957107.728831143,0.000698762,0,,192.168.225.21
1616957107.739082779,0.000703630,0,,192.168.225.21
1616957107.749330517,0.000765713,0,,192.168.225.21
1616957107.759422124,0.000688792,0,,192.168.225.21
1616957107.769797267,0.000732490,0,,192.168.225.21
1616957107.779890361,0.000697907,0,,192.168.225.21
1616957107.790069557,0.000738948,0,,192.168.225.21
1616957107.800284976,0.000782277,0,,192.168.225.21
1616957107.810518112,0.000768906,0,,192.168.225.21
1616957107.820756009,0.000792999,0,,192.168.225.21
1616957107.830955310,0.000738527,0,,192.168.225.21
1616957107.841238815,0.000790878,0,,192.168.225.21
1616957107.851331512,0.000719798,0,,192.168.225.21
1616957107.861603019,0.000732702,0,,192.168.225.21
1616957107.871793438,0.000743466,0,,192.168.225.21
1616957107.882160269,0.000854664,0,,192.168.225.21
1616957107.892174529,0.000739473,0,,192.168.225.21
1616957107.902399857,0.000742205,0,,192.168.225.21
1616957107.912724148,0.000728436,0,,192.168.225.21
1616957107.922944652,0.000730556,0,,192.168.225.21
1616957107.933149005,0.000721754,0,,192.168.225.21
1616957107.943334880,0.000753515,0,,192.168.225.21
1616957107.953511083,0.000699679,0,,192.168.225.21
1616957107.963780283,0.000741627,0,,192.168.225.21
1616957107.974093262,0.000817726,0,,192.168.225.21
1616957107.984311646,0.000788994,0,,192.168.225.21
1616957107.994493427,0.000739591,0,,192.168.225.21
1616957108.004776792,0.000805112,0,,192.168.225.21
1616957108.014956304,0.000746229,0,,192.168.225.21
1616957108.025191760,0.000762427,0,,192.168.225.21
1616957108.035412516,0.000759994,0,,192.168.225.21
1616957108.045617360,0.000750620,0,,192.168.225.21
1616957108.055867963,0.000813669,0,,192.168.225.21
1616957108.066036682,0.000778873,0,,192.168.225.21
1616957108.076297984,0.000810160,0,,192.168.225.21
1616957108.086457921,0.000718228,0,,192.168.225.21
1616957108.096734595,0.000741391,0,,192.168.225.21
1616957108.106937848,0.000714730,0,,192.168.225.21
1616957108.117203864,0.000758993,0,,192.168.225.21
1616957108.127335835,0.000709264,0,,192.168.225.21
1616957108.137569889,0.000738280,0,,192.168.225.21
1616957108.147800002,0.000747276,0,,192.168.225.21
1616957108.157979782,0.000745310,0,,192.168.225.21
1616957108.168151340,0.000710864,0,,192.168.225.21
1616957108.178319798,0.000661457,0,,192.168.225.21
1616957108.188451920,0.000643337,0,,192.168.225.21
1616957108.198786528,0.000808800,0,,192.168.225.21
1616957108.208937559,0.000756850,0,,192.168.225.21
1616957108.219104152,0.000779071,0,,192.168.225.21
1616957108.229311442,0.000793529,0,,192.168.225.21
1616957108.239458475,0.000766078,0,,192.168.225.21
1616957108.249754040,0.000838080,0,,192.168.225.21
1616957108.259954403,0.000794061,0,,192.168.225.21
1616957108.270206094,0.000817730,0,,192.168.225.21
1616957108.280502743,0.000859478,0,,192.168.225.21
1616957108.290645606,0.000810319,0,,192.168.225.21
1616957108.300879042,0.000876775,0,,192.168.225.21
1616957108.311028050,0.000839052,0,,192.168.225.21
1616957108.321174765,0.000794851,0,,192.168.225.21
1616957108.331325444,0.000771070,0,,192.168.225.21
1616957108.341463006,0.000755263,0,,192.168.225.21
1616957108.351619576,0.000757546,0,,192.168.225.21
1616957108.361899323,0.000860415,0,,192.168.225.21
1616957108.372119987,0.000907881,0,,192.168.225.21
1616957108.382219060,0.000877684,0,,192.168.225.21
1616957108.392545423,0.000917511,0,,192.168.225.21
1616957108.402650910,0.000842656,0,,192.168.225.21
1616957108.412928548,0.000889655,0,,192.168.225.21
1616957108.423002358,0.000772499,0,,192.168.225.21
1616957108.433406426,0.000933433,0,,192.168.225.21
1616957108.443376261,0.000797887,0,,192.168.225.21
1616957108.453778688,0.000963106,0,,192.168.225.21
1616957108.463832814,0.000776769,0,,192.168.225.21
1616957108.474170867,0.000943227,0,,192.168.225.21
1616957108.484381908,0.000904614,0,,192.168.225.21
1616957108.494593250,0.000880191,0,,192.168.225.21
1616957108.504823012,0.000889910,0,,192.168.225.21
1616957108.514960595,0.000807646,0,,192.168.225.21
1616957108.525190651,0.000838426,0,,192.168.225.21
1616957108.535287734,0.000855668,0,,192.168.225.21
1616957108.545526423,0.000872481,0,,192.168.225.21
1616957108.555649130,0.000826882,0,,192.168.225.21
1616957108.565860523,0.000819167,0,,192.168.225.21
1616957108.576107190,0.000830139,0,,192.168.225.21
1616957108.586337381,0.000820365,0,,192.168.225.21
1616957108.596545555,0.000822783,0,,192.168.225.21
1616957108.606745614,0.000796868,0,,192.168.225.21
1616957108.616928675,0.000755982,0,,192.168.225.21
1616957108.627072749,0.000760881,0,,192.168.225.21
1616957108.637320018,0.000800962,0,,192.168.225.21
1616957108.647405085,0.000652753,0,,192.168.225.21
1616957108.657589450,0.000738287,0,,192.168.225.21
1616957108.667739089,0.000733583,0,,192.168.225.21
1616957108.677910461,0.000667121,0,,192.168.225.21
1616957108.688205691,0.000758189,0,,192.168.225.21
1616957108.698294467,0.000656018,0,,192.168.225.21
1616957108.708586613,0.000763592,0,,192.168.225.21
1616957108.718717403,0.000772978,0,,192.168.225.21
1616957108.728904894,0.000727800,0,,192.168.225.21
1616957108.739097796,0.000758568,0,,192.168.225.21
1616957108.749237183,0.000767056,0,,192.168.225.21
1616957108.759413147,0.000749931,0,,192.168.225.21
1616957108.769584692,0.000749632,0,,192.168.225.21
1616957108.779783135,0.000759238,0,,192.168.225.21
1616957108.790046366,0.000774081,0,,192.168.225.21
1616957108.800258043,0.000739143,0,,192.168.225.21
1616957108.810487155,0.000746549,0,,192.168.225.21
1616957108.820770420,0.000807795,0,,192.168.225.21
1616957108.830946516,0.000732035,0,,192.168.225.21
1616957108.841097602,0.000706941,0,,192.168.225.21
1616957108.851131764,0.000676475,0,,192.168.225.21
1616957108.861443658,0.000744333,0,,192.168.225.21
1616957108.871600818,0.000724926,0,,192.168.225.21
1616957108.881888430,0.000770528,0,,192.168.225.21
1616957108.892159664,0.000816001,0,,192.168.225.21
1616957108.902225470,0.000705250,0,,192.168.225.21
1616957108.912375264,0.000755538,0,,192.168.225.21
1616957108.922511705,0.000735595,0,,192.168.225.21
1616957108.932787470,0.000795017,0,,192.168.225.21
1616957108.942987041,0.000777352,0,,192.168.225.21
1616957108.953202387,0.000788003,0,,192.168.225.21
1616957108.963291101,0.000750624,0,,192.168.225.21
1616957108.973573091,0.000787589,0,,192.168.225.21
1616957108.983719017,0.000745853,0,,192.168.225.21
1616957108.993929441,0.000760369,0,,192.168.225.21
1616957109.004177056,0.000776811,0,,192.168.225.21
1616957109.014180481,0.000655648,0,,192.168.225.21
1616957109.024317473,0.000735107,0,,192.168.225.21
1616957109.034491989,0.000752078,0,,192.168.225.21
1616957109.044711498,0.000734556,0,,192.168.225.21
1616957109.054780318,0.000557283,0,,192.168.225.21
1616957109.064983135,0.000731935,0,,192.168.225.21
1616957109.075157262,0.000734773,0,,192.168.225.21
1616957109.085471694,0.000839667,0,,192.168.225.21
1616957109.095588735,0.000789027,0,,192.168.225.21
1616957109.105759634,0.000762704,0,,192.168.225.21
1616957109.115836506,0.000755295,0,,192.168.225.21
1616957109.126174836,0.000818396,0,,192.168.225.21
